date,strategy,converged,iterations_pg,iterations_newton,kkt_residual,fallback_used,active_free_dim,status,objective_value
2025-08-29,GMV,1,0,45,0.00048159764901676265,0,8,success,0.0015699925905024283
2025-08-29,CtR-only,1,164,2,2.540138273925054e-11,0,10,success,0.00015505687629996937
2025-08-29,MDP,1,300,1,0.10513822374665156,0,8,success,-2.023869409131865
2025-08-29,CtB-only,1,300,2,0.011332612314525998,0,8,success,0.0010968670764931032
2025-08-29,Main,1,300,2,1.8766930162718541e-10,0,10,success,0.006747789981451634
2025-09-30,EW,1,0,0,0.0,0,10,success,0.0
2025-09-30,GMV,1,0,44,0.0005077817082457552,0,8,success,0.0015821495354093132
2025-09-30,CtR-only,1,156,2,2.3257385989211693e-11,0,10,success,0.00015154490127015251
2025-09-30,MDP,1,300,2,0.09931689795023253,0,8,success,-2.0474747743285886
2025-09-30,CtB-only,1,300,1,0.011343843572895595,0,9,success,0.001117016500348583
2025-09-30,Main,1,300,1,1.814476910454918e-10,0,10,success,0.0071653316994272935
2025-10-31,EW,1,0,0,0.0,0,10,success,0.0
2025-10-31,GMV,1,0,43,0.0005762071723409931,0,7,success,0.0015089116410020448
2025-10-31,CtR-only,1,124,2,1.9620244495088558e-11,0,10,success,0.00015649247622403985
2025-10-31,MDP,1,300,1,0.12515344776197995,0,7,success,-2.0493809034442494
2025-10-31,CtB-only,1,300,2,0.014862363691426052,0,7,success,0.0012740240776909842
2025-10-31,Main,1,144,2,2.621384721146992e-10,0,10,success,0.00805529117442423
2025-11-28,EW,1,0,0,0.0,0,10,success,0.0
2025-11-28,GMV,1,0,37,0.00048191742189747724,0,6,success,0.0014234734439230205
2025-11-28,CtR-only,1,147,2,2.5029920213129304e-11,0,10,success,0.0001544951974513695
2025-11-28,MDP,1,300,2,0.1027189295769541,0,9,success,-2.066295529040901
2025-11-28,CtB-only,1,300,1,0.010555665432704364,0,9,success,0.0010243143673142124
2025-11-28,Main,1,300,1,2.9413683594556535e-10,0,10,success,0.007427316063580379
