date,strategy,converged,iterations_pg,iterations_newton,kkt_residual,fallback_used,active_free_dim,status,objective_value
2018-12-31,GMV,1,0,41,0.00024407316536589614,0,8,success,0.00034137577752289784
2018-12-31,CtR-only,1,250,2,2.5984397922925317e-10,0,10,success,0.00020632357697350205
2018-12-31,MDP,1,250,1,0.07791202254227009,0,9,success,-2.213629004047374
2018-12-31,CtB-only,1,250,2,0.013893555718631038,0,9,success,0.0017976487542072108
2018-12-31,Main,1,250,3,7.95642791158837e-08,0,10,success,0.0005866179986404183
2019-01-31,EW,1,0,0,0.0,0,10,success,0.0
2019-01-31,GMV,1,0,54,0.00025336989592677773,0,8,success,0.0003569633554502003
2019-01-31,CtR-only,1,250,2,7.917041639889471e-11,0,10,success,0.00020426074581943808
2019-01-31,MDP,1,250,2,0.14209820746219384,0,8,success,-2.2300672772760555
2019-01-31,CtB-only,1,250,1,0.01989694700722889,0,9,success,0.0030274940533345507
2019-01-31,Main,1,250,3,5.47303551324646e-08,0,10,success,0.0008488857179800731
2019-02-28,EW,1,0,0,0.0,0,10,success,0.0
2019-02-28,GMV,1,0,56,0.0001567548137977637,0,7,success,0.00033720659109307536
2019-02-28,CtR-only,1,250,2,2.7693265762925984e-10,0,10,success,0.00019892967638854013
2019-02-28,MDP,1,250,2,0.08278588180162481,0,9,success,-2.258919874777836
2019-02-28,CtB-only,1,250,3,0.015590064279141452,0,9,success,0.002164288569408098
2019-02-28,Main,1,250,3,7.17175281367505e-08,0,10,success,0.000446874016943798
2019-03-29,EW,1,0,0,0.0,0,10,success,0.0
2019-03-29,GMV,1,0,55,0.0001577144637918392,0,7,success,0.00034490995238621504
2019-03-29,CtR-only,1,246,1,8.559886135232106e-07,0,10,success,0.00019624109787162413
2019-03-29,MDP,1,250,2,0.09058406625535771,0,9,success,-2.2232546010348333
2019-03-29,CtB-only,1,250,3,0.01685310042726419,0,9,success,0.0026225748891307256
2019-03-29,Main,1,250,2,8.065590677767206e-07,0,10,success,0.0003785128685047967
2019-04-30,EW,1,0,0,0.0,0,10,success,0.0
2019-04-30,GMV,1,0,58,0.0001969871134331499,0,7,success,0.00035662961018257283
2019-04-30,CtR-only,1,236,2,2.2780056268595522e-10,0,10,success,0.00019191645410665
2019-04-30,MDP,1,250,2,0.08138209914113996,0,9,success,-2.219692802760471
2019-04-30,CtB-only,1,250,3,0.015429007099939033,0,9,success,0.0022309234182480305
2019-04-30,Main,1,250,3,1.6111075604215357e-08,0,10,success,0.0002828886894012683
2019-05-31,EW,1,0,0,0.0,0,10,success,0.0
2019-05-31,GMV,1,0,59,0.0002008333836240171,0,7,success,0.0003545235250251471
2019-05-31,CtR-only,1,248,2,1.0335466792568952e-10,0,10,success,0.00019140357855731998
2019-05-31,MDP,1,250,2,0.08094108692180413,0,9,success,-2.2524970688051753
2019-05-31,CtB-only,1,250,3,0.015823702546498997,0,9,success,0.002364695518358593
2019-05-31,Main,1,250,3,1.5694688741869263e-08,0,10,success,0.0004041782708552883
2019-06-28,EW,1,0,0,0.0,0,10,success,0.0
2019-06-28,GMV,1,0,57,0.0002901428252935026,0,7,success,0.000386617816382545
2019-06-28,CtR-only,1,211,2,2.0006664382079819e-10,0,10,success,0.00019098196285467157
2019-06-28,MDP,1,250,2,0.08584124710312817,0,9,success,-2.188171423489006
2019-06-28,CtB-only,1,250,3,0.01703054992516494,0,9,success,0.0028970250092274314
2019-06-28,Main,1,250,2,9.375590843255793e-08,0,10,success,0.0009002847920467044
2019-07-31,EW,1,0,0,0.0,0,10,success,0.0
2019-07-31,GMV,1,0,44,0.000350671677549851,0,7,success,0.0004123497250715637
2019-07-31,CtR-only,1,250,2,1.975953767553595e-10,0,10,success,0.00018777273921584295
2019-07-31,MDP,1,222,2,0.09090742786691901,0,9,success,-2.154341040366915
2019-07-31,CtB-only,1,250,2,0.016989907920161026,0,8,success,0.0032880902080469334
2019-07-31,Main,1,250,2,1.5078547744571795e-08,0,10,success,0.000955318869069757
2019-08-30,EW,1,0,0,0.0,0,10,success,0.0
2019-08-30,GMV,1,0,56,0.0003540133678704937,0,7,success,0.00042356272822275076
2019-08-30,CtR-only,1,220,2,1.6129337463588792e-10,0,10,success,0.00018573944621116508
2019-08-30,MDP,1,250,2,0.15576530091129215,0,7,success,-2.254107637201698
2019-08-30,CtB-only,1,250,3,0.023792558008024864,0,7,success,0.005021364023423036
2019-08-30,Main,1,250,2,4.2057957621230306e-07,0,10,success,0.0021297970848417305
2019-09-30,EW,1,0,0,0.0,0,10,success,0.0
2019-09-30,GMV,1,0,55,0.00039515998648427693,0,6,success,0.00047049173305552423
2019-09-30,CtR-only,1,245,2,1.2116148837089422e-10,0,10,success,0.0001849905138892488
2019-09-30,MDP,1,250,2,0.13719927158366038,0,7,success,-2.2025158070250415
2019-09-30,CtB-only,1,250,3,0.023317907215678398,0,7,success,0.005584830677318694
2019-09-30,Main,1,250,2,9.24393992497737e-08,0,10,success,0.0015416653036330367
2019-10-31,EW,1,0,0,0.0,0,10,success,0.0
2019-10-31,GMV,1,0,50,0.0003965380842726313,0,6,success,0.00047786000588861846
2019-10-31,CtR-only,1,250,2,1.2605045851929627e-10,0,10,success,0.00017960447687900572
2019-10-31,MDP,1,250,2,0.15727827543323294,0,8,success,-2.2098040806772223
2019-10-31,CtB-only,1,250,3,0.02540730319903444,0,8,success,0.005565741892845986
2019-10-31,Main,1,250,2,1.910186582068318e-08,0,10,success,0.00180543972052452
2019-11-29,EW,1,0,0,0.0,0,10,success,0.0
2019-11-29,GMV,1,0,53,0.0003963548046659165,0,6,success,0.0004799417084057707
2019-11-29,CtR-only,1,144,2,8.410545880284303e-11,0,10,success,0.00017646876668675783
2019-11-29,MDP,1,250,2,0.16235063015620468,0,7,success,-2.2474984293610714
2019-11-29,CtB-only,1,250,2,0.025969715426225448,0,8,success,0.005504248062477058
2019-11-29,Main,1,250,2,1.7892210915985952e-08,0,10,success,0.002070310546313494
2019-12-31,EW,1,0,0,0.0,0,10,success,0.0
2019-12-31,GMV,1,0,40,0.0003849043311340726,0,6,success,0.0004367579998715537
2019-12-31,CtR-only,1,220,2,6.142914458316144e-11,0,10,success,0.00017660889644716154
2019-12-31,MDP,1,250,2,0.22269096707415048,0,8,success,-2.244618211269797
